Australia,1992,Summer,279
Australia,1996,Summer,417
Australia,2000,Summer,617
Australia,2004,Summer,470
Australia,2008,Summer,432
Australia,2012,Summer,405
Australia,2016,Summer,420
Australia,1992,Winter,22
Australia,1994,Winter,25
Australia,1998,Winter,23
Australia,2002,Winter,25
Australia,2006,Winter,40
Australia,2010,Winter,40
Australia,2014,Winter,60
China,1992,Summer,282
China,1996,Summer,317
China,2000,Summer,302
China,2004,Summer,415
China,2008,Summer,633
China,2012,Summer,416
China,2016,Summer,429
China,1992,Winter,32
China,1994,Winter,24
China,1998,Winter,57
China,2002,Winter,68
China,2006,Winter,74
China,2010,Winter,87
China,2014,Winter,63
France,1992,Summer,339
France,1996,Summer,299
France,2000,Summer,336
France,2004,Summer,308
France,2008,Summer,309
France,2012,Summer,324
France,2016,Summer,392
France,1992,Winter,109
France,1994,Winter,98
France,1998,Winter,106
France,2002,Winter,114
France,2006,Winter,82
France,2010,Winter,104
France,2014,Winter,107
South Korea,1992,Summer,226
South Korea,1996,Summer,303
South Korea,2000,Summer,281
South Korea,2004,Summer,264
South Korea,2008,Summer,265
South Korea,2012,Summer,250
South Korea,2016,Summer,207
South Korea,1992,Winter,23
South Korea,1994,Winter,21
South Korea,1998,Winter,37
South Korea,2002,Winter,46
South Korea,2006,Winter,40
South Korea,2010,Winter,45
South Korea,2014,Winter,71
USA,1992,Summer,545
USA,1996,Summer,648
USA,2000,Summer,586
USA,2004,Summer,533
USA,2008,Summer,588
USA,2012,Summer,530
USA,2016,Summer,555
USA,1992,Winter,148
USA,1994,Winter,148
USA,1998,Winter,186
USA,2002,Winter,202
USA,2006,Winter,204
USA,2010,Winter,212
USA,2014,Winter,222
